"DIRECCION","LOCALIDAD","provincia","NUMERO"
"CALLE POZO SOLIS, LOCAL 1 COIN","COIN","Málaga",9
"C/ CAMINO LOS GUINDOS 13 MALAGA","MALAGA","Málaga",9
"AVDA. PALMA DE MALLORCA, 39 TORREMOLINOS","TORREMOLINOS","Málaga",9
"Plaza Asdrubal S/N","CADIZ","Cádiz",9
"Paseo de la Estacion 19","JAEN","Jaén",9
"AVDA. MIGUEL DE CERVANTES, S/N ANTEQUERA","ANTEQUERA","Málaga",9
"C/ CORDOBA, 3. 11405 JEREZ LA FRONTERA (CADIZ). JEREZ LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",9
"C/Albert Einstein S/N Isla de la Cartuja","SEVILLA","Sevilla",9
"CARRETERA EL VISO, KM 2. APDO. 14, HINOJOSA DEL DUQUE","HINOJOSA DEL DUQUE","Córdoba",9
"AVDA. DE GRANADA, 10 Juzgado de Primera Instancia e Instrucción Nº1 de Baza","BAZA","Granada",9
"C/ Santo Tomás de Aquino, s/n","CORDOBA","Córdoba",9
"C/ SEVILLA, 23 LEBRIJA Juzgado de Primera Instancia e Instrucción Nº2 de Lebrija","LEBRIJA","Sevilla",9
"CAMINO DE ESPARRAGOSA S/N APDO. 51 CHIPIONA","CHIPIONA","Cádiz",9
"AVDA. TOMAS GARCIA FIGUERAS, 14 JEREZ DE LA FRONTERA Juzgado de Instrucción Nº4 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",9
"JOAQUINA EGUARAS Nº.2 EDF. ALMANJAYAR (PLANTA BAJA-INFORMÁTICA)","GRANADA","Granada",9
"AVENIDA DEL SUR, 5 GRANADA Juzgado de lo Penal Nº1 de Granada","GRANADA","Granada",9
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Social Nº1 de Málaga","MALAGA","Málaga",9
"C/ FUNDICION 1 ANTEQUERA","ANTEQUERA","Málaga",9
"C/ NUESTRA SEÑORA DEL CARMEN, S/N DOS HERMANAS Fiscalía de Dos Hermanas","DOS HERMANAS","Sevilla",9
"C/ ARQUITECTO BERGES, 28 JAEN","JAEN","Jaén",9
"Avda. Manuel Agustín Heredia, 26-3ª (Unidad de Proceso de Datos).","MALAGA","Málaga",9
"SANLÚCAR DE BARRAMEDA, 3. PLANTA 1","HUELVA","Huelva",9
"CORTIJO DE LA CRUZ S/N 29140 CHURRIANA MALAGA","MALAGA","Málaga",8
"CTRA. CARTAYA-ROMPIDO, S/N CARTAYA","CARTAYA","Huelva",8
"PLAZA LA CONTRATACION, 3 41004 SEVILLA SEVILLA","SEVILLA","Sevilla",8
"C/ DE LA MARQUESA, 11 ECIJA","ECIJA","Sevilla",8
"C/ ROMERO ROBLEDO S/N PEÑARROYA-PUEBLONUEVO","PEÑARROYA-PUEBLONUEVO","Córdoba",8
"AVDA. DE LA CAMPANA, 3 LORA DEL RIO","LORA DEL RIO","Sevilla",8
"AVENIDA DE LA CONSTITUCION, 20 , 2ª PLANTA , OFICINA 212 GRANADA","GRANADA","Granada",8
"C/ FERIA, 11 VILLACARRILLO","VILLACARRILLO","Jaén",8
"AVDA DE HUELVA S/N ARACENA","ARACENA","Huelva",8
"C/ ANA DE VIYA, 7 CADIZ","CADIZ","Cádiz",8
"CALLE HUERTAS, 19 SANLUCAR LA MAYOR","SANLUCAR LA MAYOR","Sevilla",8
"CALLE FEDERICO DE MENDIZABAL, 8, 4ª PLANTA JAEN","JAEN","Jaén",8
"CARRETERA NACIONAL 340 MARBELLA","MARBELLA","Málaga",8
"C/ SANTO TOMAS DE AQUINO, S/N CORDOBA","CORDOBA","Córdoba",8
"AV. CONSTITUCION, 18","SEVILLA","Sevilla",8
"JUAN CARLOS I, S/N ESTEPONA","ESTEPONA","Málaga",8
"AVDA. LOS NARANJOS, S/N UTRERA","UTRERA","Sevilla",8
"HUERTO CARRION, 2","VELEZ-MALAGA","Málaga",8
"PISTA MONTIJO S/N- 11550 CHIPIONA","CHIPIONA","Cádiz",8
"JOAQUINA EGUARAS, S/N EDF.ALMANJAYAR (ANTIGUA AVDA. CONSTITUCION, 18)","GRANADA","Granada",8
"MAYORAZGO, S/N MARBELLA Juzgado de Instrucción Nº3 de Marbella","MARBELLA","Málaga",8
"C/ EDUARDO GARCIA TRIVIÑO, 15 JAEN","JAEN","Jaén",8
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS Juzgado de Instrucción Nº1 de Algeciras","ALGECIRAS","Cádiz",8
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA Juzgado de Menores Nº1 de Sevilla","SEVILLA","Sevilla",8
"AVENIDA DEL SUR, 5 GRANADA - Unidad Informática D.P. Granada - Caleta","GRANADA","Granada",8
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA Fiscalía de Menores de Reforma de Sevilla","SEVILLA","Sevilla",8
"AVDA.BLAS INFANTE, 23 - ANTIUA PRIMERO DE MAYO, 6-8","CORIA DEL RIO","Sevilla",8
"C/ ANA DE VIYA, 7 CADIZ Juzgado de lo Contencioso Administrativo Nº2 de Cádiz","CADIZ","Cádiz",8
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de lo Contencioso Administrativo Nº9 de Sevilla","SEVILLA","Sevilla",8
"PASEO VICTORIA EUGENIA, S/N ALGECIRAS Juzgado de lo Penal Nº2 de Algeciras","ALGECIRAS","Cádiz",8
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Instrucción Nº2 de Granada","GRANADA","Granada",8
"REINA REGENTE, 4 ALMERIA Audiencia Provincial - Sección 2ª - Civil-Penal de Almería","ALMERIA","Almería",8
"COMPOSITOR LEHMBERG RUIZ, 23","MALAGA","Málaga",8
"C/ BALEARES, S/N CAMAS","CAMAS","Sevilla",8
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Juzgado de Primera Instancia-Mercantil Nº4 de Huelva","HUELVA","Huelva",8
"AVENIDA DEL MEDITERRANEO, S/N CORDOBA","CORDOBA","Córdoba",8
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Contencioso Administrativo Nº3 de Málaga","MALAGA","Málaga",8
"C/ TABLADILLA, S/N 41013 SEVILLA PROCESO DE DATOS","SEVILLA","Sevilla",8
"AVDA.AMERICO VESPUCIO, 5","SEVILLA","Sevilla",8
"TORRETRIANA. CALLE JUAN ANTONIO VIZARRON S/N ISLA LA CARTUJA SEVILLA Consejeria de Turismo, Comercio y Deporte","SEVILLA","Sevilla",8
"PLAZA ASDRUBAL, S/N","CADIZ","Cádiz",8
"SAN FELIPE 5","CORDOBA","Córdoba",8
"CTRA. ISLA MAYOR KM 3.5. AZNALCAZAR SEVILLA","SEVILLA","Sevilla",7
"C/ Fiscal Luis Portero García s/n","MALAGA","Málaga",7
"AV. BUENOS AIRES-CON.MAGISTRAL 18500 GUADIX","GUADIX","Granada",7
"AVDA. DIEGO MARTINEZ BARRIO N.10","SEVILLA","Sevilla",7
"ALMANZOR S/N ALMERIA","ALMERIA","Almería",7
"JOSE APARICIO, 1 PRIEGO CORDOBA","PRIEGO DE CORDOBA","Córdoba",7
"C/ PINTOR JUAN RUIZ, S/N SANTA FE","SANTA FE","Granada",7
"TRAJANO, 13 ALMERIA","ALMERIA","Almería",7
"C/ MENORCA, S/N COIN","COIN","Málaga",7
"CALLE MUÑOZ TORRERO, 1 SEVILLA","SEVILLA","Sevilla",7
"CALLE SAN JACINTO, 7 MALAGA","MALAGA","Málaga",7
"PZA STA. ANGELA LA CRUZ, 9 MORON LA FRONTERA","MORON DE LA FRONTERA","Sevilla",7
"REINA REGENTE, 4 ALMERIA","ALMERIA","Almería",7
"PASEO DE LA ESTACION, 19, 1ª PLANTA JAEN","JAEN","Jaén",7
"C/ LA HUERTA (HUERTA DEL SOTO), S/N PUENTE GENIL","PUENTE GENIL","Córdoba",7
"C/ MUÑOZ TORRERO Nº 1 SEVILLA","SEVILLA","Sevilla",7
"C/ LA CAMPANA, S/N VALVERDE DEL CAMINO","VALVERDE DEL CAMINO","Huelva",7
"AVDA. DUQUE NAJERA 3 CADIZ","CADIZ","Cádiz",7
"ALBAREDA, 13 SEVILLA","SEVILLA","Sevilla",7
"PLAZA VAZQUEZ DE MOLINA, 4 UBEDA","UBEDA","Jaén",7
"Córdoba, 4","MALAGA","Málaga",7
"CENTRAL DEL PARQUE, S/N MARCHENA","MARCHENA","Sevilla",7
"PZA. LLANOS PALACIO, 5 MONTILLA","MONTILLA","Córdoba",7
"CARRETERA DE TREBUJENA, KM 3,2. APDO. 589, 11471 JEREZ DE LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",7
"AVDA. ESPAÑA, Nº 99 LINARES","LINARES","Jaén",7
"C/ DE ELCANO, S/N","UBRIQUE","Cádiz",7
"C/ DOCTOR SALVADOR GALLARDO, 2-4 MARCHENA","MARCHENA","Sevilla",7
"C/ ARCIPRESTE FERNANDEZ CASADO, 1 MONTILLA","MONTILLA","Córdoba",7
"PASAJE BOTICA, 13","HUELVA","Huelva",7
"RONDA LOS MUÑOCES, 37 POZOBLANCO","POZOBLANCO","Córdoba",7
"MANRIQUES 2 CORDOBA","CORDOBA","Córdoba",7
"C/ MUÑOZ COBOS, 4 ALGECIRAS","ALGECIRAS","Cádiz",7
"TOMAS DE AQUINO 1 PLANTA 7","CORDOBA","Córdoba",7
"AVDA. ARIAS VELASCO MARBELLA","MARBELLA","Málaga",7
"PLAZA DEL DUQUE, 12 ALCALA DE GUADAIRA Juzgado de Primera Instancia e Instrucción Nº2 de Alcalá de","ALCALA DE GUADAIRA","Sevilla",7
"AVENIDA DEL SUR, 5 GRANADA Juzgado de lo Social Nº1 de Granada","GRANADA","Granada",7
"HUERTO CARRION, S/N.- 29700 VELEZ MALAGA","VELEZ-MALAGA","Málaga",7
"Avenida del Sur, 5 (Juzgados) Unidad Informática D.P. Granada - Caleta","GRANADA","Granada",7
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Unidad Funcional : Decanato de Málaga","MALAGA","Málaga",7
"C/ PINTOR PABLO PICASSO, S/N POSADAS","POSADAS","Córdoba",7
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 FUENGIROLA Juzgado de Primera Instancia Nº1 de Fuengirola","FUENGIROLA","Málaga",7
"C/ DR. MANUEL LA CONCHA, S/N - 11071 CADIZ CADIZ","CADIZ","Cádiz",7
"C/ PINTOR JUAN RUIZ, S/N SANTA FE Juzgado de Primera Instancia e Instrucción Nº2 de Santa Fe","SANTA FE","Granada",7
"AVDA. DEL BRILLANTE, 57.14071 CORDOBA CORDOBA","CORDOBA","Córdoba",7
"AVDA. PALMA DE MALLORCA, 32 TORREMOLINOS Juzgado de Instrucción Nº2 de Torremolinos","TORREMOLINOS","Málaga",7
"C/ MANUEL TOMAS DE HEREDIA, 26 MALAGA Tribunal Superior de Justicia - Sala de lo Social de Málaga","MALAGA","Málaga",7
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA Tribunal Superior de Justicia - Sección 1ª - Sala de lo Social de Sevilla","SEVILLA","Sevilla",7
"CALLE GERONA 18 ALMERIA","ALMERIA","Almería",7
"AVENIDA DEL SUR, 5 GRANADA Juzgado de lo Penal Nº6 de Granada","GRANADA","Granada",7
"AVENIDA LA AURORA, 47. EDIF. SERVICIOS MULTIPLES MALAGA Proceso de datos","MALAGA","Málaga",7
"AVDA ARIAS DE VELASCO, 15 MARBELLA Juzgado de Primera Instancia Nº2 de Marbella","MARBELLA","Málaga",7
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA Juzgado de Primera Instancia Nº17 de Sevilla (Familia)","SEVILLA","Sevilla",7
"REINA REGENTE, 4 ALMERIA Audiencia Provincial - Sección 1ª - Civil-Penal de Almería","ALMERIA","Almería",7
"PLAZA SAN JOSE, S/N CARMONA Juzgado de Primera Instancia e Instrucción Nº2 de Carmona","CARMONA","Sevilla",7
"AVDA ARIAS DE VELASCO, 15 MARBELLA Juzgado de Primera Instancia Nº3 de Marbella","MARBELLA","Málaga",7
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Fiscalía Provincial de Córdoba","CORDOBA","Córdoba",7
"JOSE MARIA AMADO, 1 (LCAL CIAL 1, PORTAL 1, BLOQUE A. RESIDENCIAL MONTE REAL)","TORREMOLINOS","Málaga",7
"C/ PONTON, 49 LINARES Juzgado de Primera Instancia e Instrucción Nº3 de Linares","LINARES","Jaén",7
"AVENIDA RONDA TAMARGUILLO, S/N SEVILLA Delegación Provincial de Educación de Sevilla","SEVILLA","Sevilla",7
"C/ ALAMEDA SUNDHEIM, 28 HUELVA Juzgado de Violencia sobre la Mujer nº1 de Huelva","HUELVA","Huelva",7
"AVENIDA LA DIPUTACION, S/N.18230 ATARFE (GRANADA) ATARFE","ATARFE","Granada",7
"C\ Cardenal Cisneros Nº 3 - 5","HUELVA","Huelva",7
"C/ LINARES, 2 Y 4 JAEN","JAEN","Jaén",7
"Avda. Eritaña, 1 Villa Luisa","SEVILLA","Sevilla",7
"C/ SEBASTIAN URBANO VAZQUEZ, 28 ISLA CRISTINA","ISLA CRISTINA","Huelva",7
"C/ FIELATO DE LA POSTA, S/N. MOTRIL Unidad Funcional : Juzgado de lo Social Nº1 de Motril","MOTRIL","Granada",7
"BUENOS AIRES, 1 - 2ª PLANTA","GRANADA","Granada",7
"AV. RAFAEL PEREZ DEL ALAMO 18300 LOJA","LOJA","Granada",7
"AVENIDA LA INNOVACION, S/N SEVILLA EDIFICIO ARENA 1","SEVILLA","Sevilla",6
"CALLE PEPE OSORIO, 9 MARBELLA","MARBELLA","Málaga",6
"c/ Manriques, 2","CORDOBA","Córdoba",6
"CARRETERA DE RONDA Nº 101","ALMERIA","Almería",6
"C/ PROFESOR SAINZ CANTERO 6 GRANADA","GRANADA","Granada",6
"PLAZA DEL PUNTO, S/N HUELVA","HUELVA","Huelva",6
"PLAZA LA MINA S/N CADIZ","CADIZ","Cádiz",6
"PASEO DE LA ESTACIÓN, Nº 30, 9º PLANTA","JAEN","Jaén",6
"AVENIDA REYES CATOLICOS, S/N TABERNAS","TABERNAS","Almería",6
"VICTORIANO RIBERA, 4 - BAJO","CORDOBA","Córdoba",6
"CALLE GAMAZO, 30 SEVILLA","SEVILLA","Sevilla",6
"PLAZA LA CONTRATACION SEVILLA","SEVILLA","Sevilla",6
"ALAMEDA CRISTINA, 11, BAJO JEREZ LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",6
"PLAZA DE SAN PEDRO, 10 HUELVA","HUELVA","Huelva",6
"RONDA LOS ALUNADOS S/N-11406 JEREZ LA FRONTERA","JEREZ DE LA FRONTERA","Cádiz",6
"AVDA. DE LA INNOVACIÓN S/N EDIFICIO ARENA 1","SEVILLA","Sevilla",6
"BATALLA DEL SALADO, S/N","CADIZ","Cádiz",6
"Av. Madrid, 19","JAEN","Jaén",6
"C/ DR. ANTONIO CABRERA, 40 POZOBLANCO","POZOBLANCO","Córdoba",6
"C/ CRONISTA GONZALEZ LOPEZ, 4 JAEN","JAEN","Jaén",6
"AVENIDA HYTASA, 14 SEVILLA - SERVICIO DE INFORMATICA","SEVILLA","Sevilla",6
"C/ SAN PEDRO, 43 LUCENA","LUCENA","Córdoba",6
"GARCIA LORCA, 3","SEVILLA","Sevilla",6
"Canónigo Molina Alonso, 8","ALMERIA","Almería",6
"PASEO LA ESTACION, 21 JAEN","JAEN","Jaén",6
"LOS MOZÁRABES, 8","HUELVA","Huelva",6
"MIGUEL HERNANDEZ, S/N HINOJOSA DEL DUQUE","HINOJOSA DEL DUQUE","Córdoba",6
"PLAZA AMERICA 3. PABELLON MUDEJAR. SEVILLA","SEVILLA","Sevilla",6
"AVENIDA HYTASA, 14 SEVILLA (SOTANO 1)","SEVILLA","Sevilla",6
"C/ ARQUITECTO BERGES, 28 JAEN Servicio Común de Notificaciones y Embargos de Jaén","JAEN","Jaén",6
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS Fiscalía de Algeciras","ALGECIRAS","Cádiz",6
"PLAZA MAYOR, 2 CAZALLA DE LA SIERRA","CAZALLA DE LA SIERRA","Sevilla",6
"AVDA. PALMA DE MALLORCA, 32 TORREMOLINOS Juzgado de Instrucción Nº1 de Torremolinos","TORREMOLINOS","Málaga",6
"C/ FIELATO DE LA POSTA, S/N. MOTRIL - Juzgado de Primera Instancia e Instrucción Nº3 de Motril","MOTRIL","Granada",6
"C/ FIELATO DE LA POSTA, S/N. MOTRIL Juzgado de lo Social Nº1 de Motril","MOTRIL","Granada",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : I.M.L. de Málaga (Sede Central)","MALAGA","Málaga",6
"C/ LA CAMPANA, S/N VALVERDE DEL CAMINO Juzgado de Primera Instancia e Instrucción Nº2 de Valverde","VALVERDE DEL CAMINO","Huelva",6
"AVENIDA HYTASA, 14 (SÓTANO 1) SEVILLA","SEVILLA","Sevilla",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA>Unidad Funcional : Decanato de Málaga","MALAGA","Málaga",6
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS - Juzgado de Instrucción Nº1 de Algeciras","ALGECIRAS","Cádiz",6
"CALLE MUÑOZ OLIVE, 1, PLANTA 3 SEVILLA Unidad Funcional: IAJ","SEVILLA","Sevilla",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Decanato de Málaga","MALAGA","Málaga",6
"C/ DE LA MARQUESA, 11 ECIJA Juzgado de Primera Instancia e Instrucción Nº1 de Ecija","ECIJA","Sevilla",6
"AV. ANDALUCIA, S/N (ANTIGUA DIRECCION:ROSARIO, 5)","MONTORO","Córdoba",6
"PLAZA LA MINA, 8 Y 10 CADIZ - CONSEJERÍA DE EDUCACIÓN","CADIZ","Cádiz",6
"PLAZA MAYOR, 2 CAZALLA DE LA SIERRA Juzgado de Primera Instancia e Instrucción Nº1 de Cazalla","CAZALLA DE LA SIERRA","Sevilla",6
"AVDA. DE LOS CUSTODIOS, S/N CORDOBA Juzgado de Primera Instancia-Mercantil Nº9 de Córdoba","CORDOBA","Córdoba",6
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS - Juzgado de Primera Instancia Nº1 de Algeciras","ALGECIRAS","Cádiz",6
"PLAZA SAN JOSE, S/N CARMONA Juzgado de Primera Instancia e Instrucción Nº1 de Carmona","CARMONA","Sevilla",6
"C/ SANCHEZ BARCAIZTEGUI, 3 CADIZ I.M.L. de Cádiz (Central)","CADIZ","Cádiz",6
"AVENIDA LUIS MONTOTO, 87-89 SEVILLA Departamento de Informatica","SEVILLA","Sevilla",6
"C/ DR. ANTONIO CABRERA, 40 POZOBLANCO Juzgado de Primera Instancia e Instrucción Nº2 de Pozoblanco","POZOBLANCO","Córdoba",6
"REPUBLICA ARGENTINA Nº26, ENTREPLANTA SEVILLA, CP 41011 SEVILLA SGT - Gabinete Telecomunicaciones","SEVILLA","Sevilla",6
"AVDA ARIAS DE VELASCO, 15 MARBELLA - Juzgado de Primera Instancia Nº4 de Marbella","MARBELLA","Málaga",6
"C/ MANUEL TOMAS DE HEREDIA, 26 MALAGA Tribunal Superior de Justicia - Sala de lo Contencioso","MALAGA","Málaga",6
"C/ LOS BALBOS, S/N CADIZ Juzgado de Primera Instancia Nº4 de Cádiz","CADIZ","Cádiz",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de lo Social Nº5 de Málaga","MALAGA","Málaga",6
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS Juzgado de lo Social Nº1 de Algeciras","ALGECIRAS","Cádiz",6
"C/ ANA DE VIYA, 7 CADIZ Juzgado de lo Contencioso Administrativo Nº3 de Cádiz","CADIZ","Cádiz",6
"AVDA ARIAS DE VELASCO, 15 MARBELLA Juzgado de Primera Instancia Nº5 de Marbella","MARBELLA","Málaga",6
"AVDA ARIAS DE VELASCO, 15 MARBELLA - Juzgado de Primera Instancia Nº2 de Marbella","MARBELLA","Málaga",6
"C/ BERGANTIN, 39. 41012 SEVILLA SEVILLA","SEVILLA","Sevilla",6
"C/ VERMONDO RESTA, S/N. SEVILLA Juzgado de Primera Instancia Nº14 de Sevilla","SEVILLA","Sevilla",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Juzgado de Menores Nº2 de Málaga","MALAGA","Málaga",6
"PLAZA ASDRUBAL , S/N CADIZ Dpto. Informática.","CADIZ","Cádiz",6
"PASAJE COMPOSITOR LEHMBERG RUIZ, 23 O PLAZA SAN JUAN LA CRUZ, 18 MALAGA","MALAGA","Málaga",6
"CALLE CASTELAR, 22 SEVILLA","SEVILLA","Sevilla",6
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Guardia de Granada","GRANADA","Granada",6
"PLAZA NUEVA, 10 GRANADA Tribunal Superior de Justicia de Andalucía, Ceuta y Melilla","GRANADA","Granada",6
"AVDA. ALCALDE ALVARO DOMECQ, 1 JEREZ DE LA FRONTERA Fiscalía de Menores de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",6
"PLAZA DE ANTONIO ZIGAFETA S/N SANLUCAR DE BARRAMEDA Juzgado de Primera Instancia e Instrucción Nº1 de Sanlúcar","SANLUCAR DE BARRAMEDA","Cádiz",6
"C/ DOCE DE OCTUBRE, 2 CORDOBA Juzgado de Primera Instancia Nº3 de Córdoba (Familia)","CORDOBA","Córdoba",6
"AVENIDA DEL SUR, 5 GRANADA Juzgado de lo Social Nº5 de Granada","GRANADA","Granada",6
"AVENIDA DEL SUR, 5 GRANADA - Juzgado de lo Penal Nº1 de Granada","GRANADA","Granada",6
"C/ ALTOZANO ARZOBISPO JOSE MANUEL ESTEPA, S/N. ANDUJAR - Juzgado de Primera Instancia e Instrucción Nº3 de Andújar","ANDUJAR","Jaén",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Fiscalía de Málaga - Sección Penal 1 y 2","MALAGA","Málaga",6
"REINA REGENTE, 4 ALMERIA Fiscalía Provincial de Almería (Sede: Audiencia Provincial)","ALMERIA","Almería",6
"CARABELA LAL NIÑA 5 SEVILLA","SEVILLA","Sevilla",6
"BERGANTIN, 39 ANTES /AVDA. AMERICO VESPUCIO, 27. ISLA CARTUJA","SEVILLA","Sevilla",6
"PLAZA ASDRUBAL , S/N CADIZ - Servicio de Informática","CADIZ","Cádiz",6
"C/ MANUEL TOMAS DE HEREDIA, 26 MALAGA Tribunal Superior de Justicia - Sala de lo Contencioso Administrativo de Málaga","MALAGA","Málaga",6
"PZA. DE LA CONTRATACION, 3","SEVILLA","Sevilla",6
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA Almacén Informática Ciudad de la Justicia de Málaga","MALAGA","Málaga",6
"PLAZA DE LA HOYA, 1 TORROX Juzgado de Primera Instancia e Instrucción Nº2 de Torrox","TORROX","Málaga",6
"AVDA. DE LA BUHAIRA, 26 SEVILLA Juzgado de lo Social Nº9 de Sevilla","SEVILLA","Sevilla",6
"Avenida Leonardo da Vinci, 21. Pabellón Nueva Zelanda","SEVILLA","Sevilla",6
"C/ Santo Tomás de Aquino, s/n CORDOBA Dpto. Informática DP Córdoba","CORDOBA","Córdoba",6
"Plaza de la Gavidia, 10","SEVILLA","Sevilla",6
"Ctra. de Ronda nº 120","ALMERIA","Almería",6
"CTRA.RONDA, 120","ALMERIA","Almería",6
"C/ MAGISTRADO FERNANDO RUBIALES, S/N MONTORO","MONTORO","Córdoba",5
"ALONSO EL SABIO, S/N CORDOBA","CORDOBA","Córdoba",5
"C/ Albareda, 13","SEVILLA","Sevilla",5
"CALLE HERMANOS MACHADO, 4 ALMERIA - 7ª PLANTA","ALMERIA","Almería",5
"CALLE ADOLFO RODRIGUEZ JURADO Nº1(EDIFICIO COLISEO) SEVILLA","SEVILLA","Sevilla",5
"DUQUESA TALAVERA, 21-23 ALCALA GUADAIRA","ALCALA DE GUADAIRA","Sevilla",5
"C/ MACARENA, 46-48 SEVILLA","SEVILLA","Sevilla",5
"C/ SANABRIA, S/N JODAR","JODAR","Jaén",5
"AVDA. DUQUE DE NAJERA, Nº 10, 11002 CADIZ CADIZ","CADIZ","Cádiz",5
"C/ CARRERA, 35 AGUILAR DE LA FRONTERA","AGUILAR DE LA FRONTERA","Córdoba",5
"C/ CARMELO TORRES, 16 JAEN","JAEN","Jaén",5
"CALLE CARRETERIA, 7 MALAGA","MALAGA","Málaga",5
"CARRETERA DE RONDA, 101. DOCTOR FERRANZ, 7 ALMERIA","ALMERIA","Almería",5
"Pasaje Botica num. 13-4ª","HUELVA","Huelva",5
"REPUBLICA ARGENTINA Nº24, PLANTA 1 SEVILLA SGT - Gabinete Telecomunicaciones","SEVILLA","Sevilla",5
"AVDA. CARLOS III, S/N","AGUADULCE","Sevilla",5
"PLAZA JERONIMO PAEZ 7 CORDOBA","CORDOBA","Córdoba",5
"TABLADILLA S/N","SEVILLA","Sevilla",5
"FEBO, 7-9","SEVILLA","Sevilla",5
"C/ SANCHEZ BARCAIZTEGUI, 3 CADIZ","CADIZ","Cádiz",5
"C/ FEDERICO GARCAA LORCA, 3 Y 5","SEVILLA","Sevilla",5
"HUERTO CARRION , 2","VELEZ-MALAGA","Málaga",5
"AVDA MENENDEZ PIDAL S/N (FINCA ALAMEDA DEL OBISPO) APDO. 3092 CORDOBA","CORDOBA","Córdoba",5
"Avda. Americo Vespucio, 13","SEVILLA","Sevilla",5
"CALLE RICO, 26 HUELVA","HUELVA","Huelva",5
"REPUBLICA ARGENTINA Nº24, PLANTA 1 SEVILLA","SEVILLA","Sevilla",5
"C/ FERNANDO LOS RIOS 3 RONDA","RONDA","Málaga",5
"AVDA. DE LA AURORA, 69 MALAGA 1ª planta Informática","MALAGA","Málaga",5
"Pedro MuÃ±oz Torres Ed Hytasal","SEVILLA","Sevilla",5
"SAN JOSE Nº 13","SEVILLA","Sevilla",5
"PASEO LA ESTACION, 19 JAEN - 5ª PLANTA","JAEN","Jaén",5
"AVDA. LA ESTACION ALMERIA","ALMERIA","Almería",5
"LUIS DE BERLANGA (ESQ. JAIME CHABARRI) ARCOS DE LA FRONTERA","ARCOS DE LA FRONTERA","Cádiz",5
"C/ ARQUITECTO PEREZ CARAZA, 14 HUELVA","HUELVA","Huelva",5
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Violencia sobre la Mujer Nº 2 de Granada","GRANADA","Granada",5
"PLAZA DE ANTONIO PIGAFETTA S/N SANLUCAR DE BARRAMEDA","SANLUCAR DE BARRAMEDA","Cádiz",5
"AVDA. ALCALDE ALVARO DOMECQ, 1 JEREZ DE LA FRONTERA Juzgado de lo Social Nº2 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",5
"C/ CELESTINO MUTIS, S/N ROTA","ROTA","Cádiz",5
"PASEO PRIMERO DE MAYO, 36 JODAR","JODAR","Jaén",5
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - I.M.L. de Málaga (Sede Central)","MALAGA","Málaga",5
"AVDA. LA AURORA, S/N 29002 MALAGA Edif. Servicios Múltiples, 3ª panta puerta 5.","MALAGA","Málaga",5
"C/ CRONISTA GONZALEZ LOPEZ, 4 JAEN Juzgado de Primera Instancia Nº2 de Jaén","JAEN","Jaén",5
"C/ FIELATO DE LA POSTA, S/N. MOTRIL Juzgado de Primera Instancia e Instrucción Nº2 de Motril","MOTRIL","Granada",5
