"DIRECCION","LOCALIDAD","provincia","NUMERO"
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N -Juzgado de lo Social Nº1 de Málaga","MALAGA","Málaga",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA *Juzgado de Primera Instancia Nº10 de Córdoba","CORDOBA","Córdoba",1
"PLAZA DE ANTONIO PIGAFETTA S/N SANLUCAR DE BARRAMEDA *Juzgado de Primera Instancia e Instrucción Nº3 de Sanlúcar de Barrameda*","SANLUCAR DE BARRAMEDA","Cádiz",1
"PLAZA DE ANTONIO PIGAFETTA S/N SANLUCAR DE BARRAMEDA-Juzgado de Primera Instancia e Instrucción Nº2 de Sanlúcar de Barrameda","SANLUCAR DE BARRAMEDA","Cádiz",1
"PLAZA NUEVA, 8 GRANADA Juzgado de lo Mercantil Nº1 de Granada","GRANADA","Granada",1
"AVENIDA DEL SUR, 5 (Telefónica) GRANADA","GRANADA","Granada",1
"PLAZA ASDRUBAL , S/N CADIZ - DELEGACIÓN IGUALDAD Y BIENESTAR SOCIAL","CADIZ","Cádiz",1
"PASEO VICTORIA EUGENIA, S/N ALGECIRAS *Juzgado de lo Penal Nº1 de Algeciras*","ALGECIRAS","Cádiz",1
"PLAZA RAMON Y CAJAL, 6","CORDOBA","Córdoba",1
"AVDA ARIAS DE VELASCO, 15 - Juzgado de Primera Instancia Nº2 de Marbella","MARBELLA","Málaga",1
"MAESTRO SERRANO - PESCA 2ª PLANTA","ALMERIA","Almería",1
"CALLE SANTO TOMÁS DE AQUINO, S/N 9ª PLANTA- JUNTA DE ANDALUCIA","CORDOBA","Córdoba",1
"AVDA. DE CARLOS V, S/N (PRADO DE SAN SEBASTIAN) SEVILLA *Tribunal Superior de Justicia - Sección 1ª - Sala de lo Social de Sevilla*","SEVILLA","Sevilla",1
"C/ Muñoz Olive, nº 1, 3ª planta IAJ","SEVILLA","Sevilla",1
"AVENIDA HYTASA, 14 SEVILLA Servicio de Informática 41006-Sevilla","SEVILLA","Sevilla",1
"HISTORIADOR GARCÍA MONTERO, S/N *Juzgado de Primera Instancia e Instrucción Nº1 de Cabra*","CABRA","Córdoba",1
"C/ Santo Tomás de Aquino, s/n *Dpto. Informática DP Córdoba*","CORDOBA","Córdoba",1
"PASEO LA ESTACION, 15 JAEN Delegación Provincial de Salud en Jaén.","JAEN","Jaén",1
"CALLEJÓN DEL TINTE S/N","CADIZ","Cádiz",1
"Pza. Diego Vazquez Otero MALAGA","MALAGA","Málaga",1
"AVD DEL MEDITERRANEO S/N","CORDOBA","Córdoba",1
"JULIO CARO BAROJA, S/N","HUELVA","Huelva",1
"AVDA. DIEGO MARTÍNEZ BARRIO nº 10. - Informática","SEVILLA","Sevilla",1
"C/ FRANCISCO COELLO,30JAEN","JAEN","Jaén",1
"c/ doha, 5 *Juzgado de Violencia sobre la Mujer Nº 1 de Marbella*","MARBELLA","Málaga",1
"AVDA. MIGUEL DE CERVANTES, S/N- Juzgado de Primera Instancia e Instrucción Nº1 de Antequera","ANTEQUERA","Málaga",1
"CALLE COMPOSITOR LEHMBERG RUIZ, 22 *D.P Hacienda y Administración Pública de Málaga*","MALAGA","Málaga",1
"AVDA. MIGUEL DE CERVANTES, S/N - Juzgado de Primera Instancia e Instrucción Nº1 de Antequera","ANTEQUERA","Málaga",1
"HYTASA, 14 SEVILLA- Servicio de Informática","SEVILLA","Sevilla",1
"C/ ARQUITECTO BERGES, 16 JAEN - Fiscalía Provincial de Jaén (Sede: Audiencia Provincial)","JAEN","Jaén",1
"C/ Alameda Sundheim, 17 -Juzgado de lo Contencioso Administrativo Nº1 de Huelva","HUELVA","Huelva",1
"Mª AUXILIADORA, 2- DELEGACIÓN DE SALUD","CADIZ","Cádiz",1
"AVENIDA DEL SUR, 5 - Juzgado de lo Penal Nº5 de Granada","GRANADA","Granada",1
"Ctra. de Ronda nº 120 ALMERIA Juzgado de Primera Instancia Nº5 de Almería","ALMERIA","Almería",1
"C/PERIODISTA QUESADA CHACON Nº 4 LOCAL","CORDOBA","Córdoba",1
"AVDA.BLAS INFANTE, 23 - Juzgado de Primera Instancia e Instrucción Nº1 de Coria del Río","CORIA DEL RIO","Sevilla",1
"Avda. de los Deportes, s/n *Servicio Andaluz de Empleo *","JIMENA DE LA FRONTERA","Cádiz",1
"REINA REGENTE, 4 ALMERIA *Fiscalía Provincial de Almería (Sede: Audiencia Provincial)*","ALMERIA","Almería",1
"PLAZA DE LA CONSTITUCION, S/N Registro Civil de Algeciras","ALGECIRAS","Cádiz",1
"AV. REPUBLICA ARGENTINA, 34 - 14005 CORDOBA CORDOBA","CORDOBA","Córdoba",1
"C/ HUERTO, 10 OSUNA *Juzgado de Primera Instancia e Instrucción Nº2 de Osuna*","OSUNA","Sevilla",1
"PLAZA DE LA HOYA, 1 TORROX *de Primera Instancia e Instrucción Nº2 de Torrox*","TORROX","Málaga",1
"PLAZA DE ANTONIO PIGAFETTA S/N SANLUCAR DE BARRAMEDA *Juzgado de Primera Instancia e Instrucción Nº3 de Sanlúcar de Barrameda","SANLUCAR DE BARRAMEDA","Cádiz",1
"Plaza de la Hoya, 1Z *Juzgado de Primera Instancia e Instrucción Nº2 de Torrox*","TORROX","Málaga",1
"C/ ALAMEDA SUNDHEIM, 17 HUELVA * Juzgado de Primera Instancia Nº2 de Huelva*","HUELVA","Huelva",1
"CALLE CANOVAS DEL CASTILLO, 35 CADIZ, 3ª planta, DPTO INFORMÁTICA","CADIZ","Cádiz",1
"PLAZA DE LA CONSTITUCION, S/N - Juzgado de Primera Instancia Nº2 de Algeciras","ALGECIRAS","Cádiz",1
"PLAZA NUEVA, 4 *Consejeria de Gobernacion y Justicia Plaza *","SEVILLA","Sevilla",1
"AVDA. DE LA AURORA - EDIFIC. DE SERVICIOS MULTIPLES PLANTA 3ª PUERTA 5","MALAGA","Málaga",1
"PLAZA NUEVA, 10 GRANADA Tribunal Superior de Justicia de Andalucía, Ceuta y Melilla - Sala de lo Social de Granada","GRANADA","Granada",1
"Plaza de Antonio Pigafetta s/n MALAGA Juzgado de Primera Instancia e Instrucción Nº1 de Sanlúcar de Barrameda","SANLUCAR DE BARRAMEDA","Cádiz",1
"Avda. Manuel Agustín Heredia, 16 *Tribunal Superior de Justicia - Sala de lo Social de Málaga*","MALAGA","Málaga",1
"C/ ANA DE VIYA, 7 - Juzgado de lo Contencioso Administrativo Nº3 de Cádiz","CADIZ","Cádiz",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA *Decanato de Málaga*","MALAGA","Málaga",1
"C/ DOCE DE OCTUBRE, 2 - Juzgado de lo Social Nº2 de Córdoba","CORDOBA","Córdoba",1
"CALLE MUÑOZ OLIVE, 1, PLANTA 3 SEVILLA *IAJ *","SEVILLA","Sevilla",1
"C/ NUESTRA SEÑORA DEL CARMEN, S/N DOS HERMANAS- Fiscalía de Dos Hermanas","DOS HERMANAS","Sevilla",1
"C/ ANA DE VIYA, 7 CADIZ *Juzgado de lo Contencioso Administrativo Nº3 de Cádiz*","CADIZ","Cádiz",1
"AVENIDA LUIS MONTOTO, 87-89 SEVILLA- Departamento de Informatica","SEVILLA","Sevilla",1
"PLAZA DE LA CONTRATACION 3 SEVILLA","SEVILLA","Sevilla",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA - Juzgado de Instrucción Nº1 de Córdoba","CORDOBA","Córdoba",1
"CARRETERA DE RONDA,285","ALMERIA","Almería",1
"GARCIA LORCA , 3 BIS UNIDAD DE INFORMATICA","SEVILLA","Sevilla",1
"/ Dr. Antonio Cabrera, 40 CORDOBA Juzgado de Primera Instancia e Instrucción Nº2 de Pozoblanco","POZOBLANCO","Córdoba",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA 951938336","MALAGA","Málaga",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N - Funcional : Juzgado de lo Social Nº5 de Málaga","MALAGA","Málaga",1
"Edificio Carranza, Avda Juan Carlos I, s/n.Juzgado de Primera Instancia Nº5 de Cádiz","CADIZ","Cádiz",1
"Tomas de Aquino S/N - SERVICIO DE PROMOCION RURAL. 8.6","CORDOBA","Córdoba",1
"Torre Noroeste Estadio Olímpico de Sevilla Isla de la Cartuja.41092. SEVILLA.","SEVILLA","Sevilla",1
"C/ VERMONDO RESTA, S/N - Juzgado de Primera Instancia Nº25 de Sevilla","SEVILLA","Sevilla",1
"Manríques, 2","CORDOBA","Córdoba",1
"C/ MENENDEZ PELAYO, 2 - Juzgado de Instrucción Nº11 de Sevilla","SEVILLA","Sevilla",1
"CALLE SANTO TOMÁS DE AQUINO, 9 - 2ª planta - Departamento de Informática","CORDOBA","Córdoba",1
"C/ HERMANOS MACHADO 4 - PLANTA 2- equipo compacto","ALMERIA","Almería",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N - Juzgado de Primera Instancia Nº 9 de Málaga","MALAGA","Málaga",1
"AVENIDA DEL SUR, 5 - Juzgado de Violencia sobre la Mujer Nº 2 de Granada","GRANADA","Granada",1
"OCA - ARACENA - PZA. DOÑA ELVIRA, S/N","ARACENA","Huelva",1
"Avda. Alcalde Narciso Martín Navarro, 28 HUELVA Juzgado de Primera Instancia e Instrucción Nº2 de Ayamonte","HUELVA","Huelva",1
"AVDA. DE LA AURORA, 69 MALAGA - (1ª Planta)","MALAGA","Málaga",1
"COMPOSITOR LEHMBERG RUIZ, 18 (PZA. DE SAN JUAN)","MALAGA","Málaga",1
": C/ Menéndez Pelayo, 2- Decanato de Sevilla","SEVILLA","Sevilla",1
"PLAZA DE LA CONSTITUCION, 4 CORDOBA Juzgado de Instrucción Nº1 de Córdoba","CORDOBA","Córdoba",1
"AVDA. MANUEL AGUSTIN HEREDIA, 26 (ESQ. ALAMEDA DE COLON , 17 ) MALAGA Planta 4. Despacho del Jefe de Servicio de GEP (Juan Ignacio Rubia)","MALAGA","Málaga",1
"AVDA JUAN LUIS PERALTA , 39 BENALMADENA","BENALMADENA","Málaga",1
"Avda. Tomás García Figueras, 14-","JEREZ DE LA FRONTERA","Cádiz",1
"Ctra. de Ronda nº 120 - Almacén Informática DP Almería (CJAL)","ALMERIA","Almería",1
"C/ DE LA MARQUESA, 11 - Juzgado de Primera Instancia e Instrucción Nº2 de Ecija","ECIJA","Sevilla",1
"C/ VERMONDO RESTA, S/N. - Juzgado de Primera Instancia Nº11 de Sevilla","SEVILLA","Sevilla",1
"PZA. NUEVA, 4 SEDE_MUNOZTORRERO- Consejeria de Gobernacion y Justicia","SEVILLA","Sevilla",1
"AVDA. DE LA AURORA, 47, EDIFICIOS MÚLTIPLES. 7º PLANTA","MALAGA","Málaga",1
"Avda. Juan XXIII - Antiguo Edificio del Centro del Prevención de Riesgos Laborales, 2ª planta.","MALAGA","Málaga",1
"FRANCISCO COELLO, 30 (ANTIGUA OBISPO GONZALEZ, 3)","JAEN","Jaén",1
"Avda. de la Buhaira, 26- Juzgado de lo Social Nº10 de Sevilla","SEVILLA","Sevilla",1
"PASEO VICTORIA EUGENIA, S/N- Juzgado de lo Penal Nº1 de Algeciras","ALGECIRAS","Cádiz",1
"AVDA. DE LA BUHAIRA, 26 SEVILLA- Juzgado de lo Penal Nº12 de Sevilla","SEVILLA","Sevilla",1
"AVD VOLTAIRE S/N EDIF APEX 5ª PLANTA","JEREZ DE LA FRONTERA","Cádiz",1
"AVENIDA DEL SUR, 5 GRANADA-Juzgado de lo Penal Nº1 de Granada","GRANADA","Granada",1
"NAVIO, S/N - Juzgado de Primera Instancia e Instrucción Nº1 de Morón de la Frontera","MORON DE LA FRONTERA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N - I.M.L. de Málaga (Sede Central)","MALAGA","Málaga",1
"JUAN CARLOS I, S/N ESTEPONA-Juzgado de Primera Instancia e Instrucción Nº1 de Estepona","ESTEPONA","Málaga",1
"CALLE GRAN VIA COLON, 56 GRANADA - DELEGACIÓN EDUCACION","GRANADA","Granada",1
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA-Fiscalía de Menores de Reforma de Sevilla","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA- Audiencia Provincial - Sección 5ª - Civil de Málaga","MALAGA","Málaga",1
"C/ ARAPILES, 10-12 (ANTIGUA DIRECCIÓN: TRAJANO, 13) - Delegación Provincial de Hacienda y Administración Pública","ALMERIA","Almería",1
"C/ MENENDEZ PELAYO, 2 SEVILLA - Juzgado de Instrucción Nº14 de Sevilla","SEVILLA","Sevilla",1
"pasaje Botica num. 13-4ª HUELVA","HUELVA","Huelva",1
"Plaza San José, s/n SEVILLA Juzgado de Primera Instancia e Instrucción Nº3 de San Fernando","SAN FERNANDO","Cádiz",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA- Juzgado de Primera Instancia Nº16 de Málaga (Familia 3)","MALAGA","Málaga",1
"C/ MENENDEZ PELAYO, 2 SEVILLA- Juzgado de Instrucción Nº10 de Sevilla","SEVILLA","Sevilla",1
"C/ ALBERT EINSTEIN S/N - EDIFICIO WTC","SEVILLA","Sevilla",1
"C/ MENENDEZ PELAYO, 2 SEVILLA-Decanato de Sevilla","SEVILLA","Sevilla",1
"C/ SAN FRANCISCO, 28 MOGUER Registro Civil de Moguer","MOGUER","Huelva",1
"C/ SEVILLA,14","CORDOBA","Córdoba",1
"PLAZA ASDRUBAL, Edif. Junta de Andalucía 2ª Planta","CADIZ","Cádiz",1
"PLAZA DE LA CONSTITUCION, S/N ALGECIRAS - Servicio Común de Notificaciones y Embargos de Algeciras","ALGECIRAS","Cádiz",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N Juzgado de lo Contencioso Administrativo Nº2 de Málaga","MALAGA","Málaga",1
"C/ PONTON, 49 LINARES - Despacho Médico Forense de Linares","LINARES","Jaén",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N Juzgado de Primera Instancia Nº18 de Málaga","MALAGA","Málaga",1
"Avda. de Europa, 99- Juzgado de Primera Instancia e Instrucción Nº2 de Martos","MARTOS","Jaén",1
"Edificio de Servicios Múltiples, Avda. de la Aurora, 47","MALAGA","Málaga",1
"AVENIDA DEL SUR, 1 (Telefónica) - Juzgado de Primera Instancia Nº 5 de Granada","GRANADA","Granada",1
"PARROCO JUAN A. JIMENEZ HIGUERO, 28 FUENGIROLA- Juzgado de Instrucción Nº3 de Fuengirola","FUENGIROLA","Málaga",1
"C/ LOS BALBOS, S/N - Juzgado de Primera Instancia Nº1 de Cádiz","CADIZ","Cádiz",1
"C/ GREGORIO MARAÑON, Nº2 OTURA","OTURA","Granada",1
"PLAZA NUEVA, 8 - GRANADA - Unidad Informática D.P. Granada - Plaza Nueva 8","GRANADA","Granada",1
"AVDA. MANUEL AGUSTIN HEREDIA, 26 3ª planta(ESQ. ALAMEDA DE COLON , 17 ) MALAGA","MALAGA","Málaga",1
"PLAZA DEL EGIDO, 5","MALAGA","Málaga",1
"AVENIDA LA INNOVACION, S/N EDIFICIO ARENA 1 SEVILLA SERVICIO DE INFORMATICA","SEVILLA","Sevilla",1
"Muñoz Olive, nº 1, 3ª planta","SEVILLA","Sevilla",1
"C/ ANA DE VIYA, 7 CADIZ- Juzgado de lo Contencioso Administrativo Nº2 de Cádiz","CADIZ","Cádiz",1
"AVDA. DE GRANADA, 3 - Juzgado de Primera Instancia e Instrucción Nº1 de Huéscar","HUESCAR","Granada",1
"Ctra. de Ronda nº 120 - Juzgado de lo Social Nº1 de Almería","ALMERIA","Almería",1
"C/ ECHEGARAY, S/N - Fiscalía de Menores de Huelva","HUELVA","Huelva",1
"AVDA. ALCALDE ALVARO DOMECQ, 1 - Juzgado de lo Social Nº2 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",1
"Avda. Manuel Agustín Heredia, 16 - Tribunal Superior de Justicia - Sala de lo Social de Málaga","MALAGA","Málaga",1
"AVENIDA DEL SUR, 5 - Dpto. Informática DP Granada","GRANADA","Granada",1
"AVENIDA DEL SUR, 5 GRANADA- Dpto. Informática DP Granada","GRANADA","Granada",1
"C/JUAN OCAÑA, 32 BAENA - Juzgado de Primera Instancia e Instrucción Nº1 de Baena","BAENA","Córdoba",1
"AV. MADRID, 7 - 18012 GRANADA GRANADA 7ª PLANTA INFORMATICA","GRANADA","Granada",1
"JOAQUINA EGUARAS, S/N EDF.ALMANJAYAR COMPLEJO ADMINISTRATIVO ALMANJÁYAR PLANTA 0 (ANTIGUA AVDA. CONSTITUCION, 18)","GRANADA","Granada",1
"C/ LA HUERTA (HUERTA DEL SOTO), S/N PUENTE GENIL - Juzgado de Primera Instancia e Instrucción Nº1 de Puente Genil","PUENTE GENIL","Córdoba",1
"C/ TABLADILLA, S/N 41013 SEVILLA OFICINA PROCESO DE DATOS EDIFICIO 11 6ª PLANTA","SEVILLA","Sevilla",1
"C/ TABLADILLA, S/N 41013 SEVILLA EDIFICIO 11 6ª PLANTA EDIFICIO 11 6ª PLANTA","SEVILLA","Sevilla",1
"AVENIDA DEL SUR, 5 GRANADA Sindicato Profesional de Justicia - USO (Granada)","GRANADA","Granada",1
"Avda. Tomás García Figueras, 14 CADIZ","JEREZ DE LA FRONTERA","Cádiz",1
"Párroco Juan A. Jiménez Higuero, 28 MALAGA","FUENGIROLA","Málaga",1
"C/ Menéndez Pelayo, 2 - Juzgado de Vigilancia Penitenciaria nº 2 de Andalucía (Sevilla)","SEVILLA","Sevilla",1
"ANGLE GANIVET, S/N CORDOBA","CORDOBA","Córdoba",1
"Plaza del Duque, 12 Juzgado de Primera Instancia e Instrucción Nº1 de Alcalá de Guadaira","ALCALA DE GUADAIRA","Sevilla",1
"CTRA. SAN CALIXTO, KM 1,5 HORNACHUELOS - HUERTA DEL REY","HORNACHUELOS","Córdoba",1
"TIENDAS 12","ALMERIA","Almería",1
"AVENIDA DEL SUR, 5 GRANADA Juzgado de Vigilancia Penitenciaria nº 5 de Andalucía (Granada)","GRANADA","Granada",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA-Juzgado de lo Penal Nº9 de Málaga","MALAGA","Málaga",1
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA SEVILLA - Juzgado de lo Social Nº11 de Sevilla","SEVILLA","Sevilla",1
"LUIS DE BERLANGA (ESQ. JAIME CHABARRI) ARCOS DE LA FRONTERA - Servicio Común de Notificaciones y Embargos de Arcos de la Frontera","ARCOS DE LA FRONTERA","Cádiz",1
"CARRETERA SEVILLA CAZALLA DE LA SIERRA KMTRO 12","ALCALA DEL RIO","Sevilla",1
"AVDA. MANUEL AGUSTIN HEREDIA, 26 (ESQ. ALAMEDA DE COLON , 17 ) MALAGA-Sv. de Pensiones (Revisiones)","MALAGA","Málaga",1
"REINA SOFIA, 11 ROQUETAS DE MAR- de Primera Instancia e Instrucción Nº1 de Roquetas de Mar","ROQUETAS DE MAR","Almería",1
"PSO. ALMERIA, 15 ESQUINA AGUILAR DE CAMPO, 5ª PLANTA","ALMERIA","Almería",1
"CALLE RICO, 26 HUELVA IAJ","HUELVA","Huelva",1
"pista montijo s/n11505 (chipiona) CADIZ","CHIPIONA","Cádiz",1
"C/ HERMANOS MACHADO, 4 - PLANTA 6º","ALMERIA","Almería",1
"CALLE HNOS MACHADO,4 6ª PLANTA","ALMERIA","Almería",1
"Avda. de la Buhaira, 26 - Juzgado de lo Social Nº4 de Sevilla","SEVILLA","Sevilla",1
"MAYORAZGO, S/N MARBELLA- Juzgado de Instrucción Nº3 de Marbella","MARBELLA","Málaga",1
"AVDA. DE LA BUHAIRA, 29 - 2ª PLANTA- Juzgado de lo Social Nº11 de Sevilla","SEVILLA","Sevilla",1
"C/ VERMONDO RESTA, S/N.- Juzgado de Primera Instancia Nº 8 de Sevilla","SEVILLA","Sevilla",1
"AVDA ARIAS DE VELASCO, 15- Juzgado de Primera Instancia Nº6 de Marbella","MARBELLA","Málaga",1
"C/ FISCAL LUIS PORTERO GARCIA S/N - Audiencia Provincial - Sección 5ª - Civil de Málaga","MALAGA","Málaga",1
"C/ FISCAL LUIS PORTERO GARCIA S/N - Juzgado de lo Social Nº4 de Málaga","MALAGA","Málaga",1
"PLAZA DE LA CONSTITUCION, S/N - Juzgado de Primera Instancia Nº3 de Algeciras","ALGECIRAS","Cádiz",1
"PLAZA LA MINA, 8 Y 10 - CONSEJERÍA DE EDUCACIÓN","CADIZ","Cádiz",1
"PLAZA LA MINA, 8 Y 9 2ª PLANTA (PAS) - CONSEJERÍA DE EDUCACIÓN","CADIZ","Cádiz",1
"Plaza San José, s/n - Juzgado de Primera Instancia e Instrucción Nº3 de San Fernando","SAN FERNANDO","Cádiz",1
"PLAZA DOCTOR PAREJA, 1 FUENTE VAQUEROS","FUENTE VAQUEROS","Granada",1
"Fiscal Luis Portero García s/n","MALAGA","Málaga",1
"PLAZA ASDRUBAL , S/N - DELEGACIÓN IGUALDAD Y BIENESTAR SOCIAL","CADIZ","Cádiz",1
"C/ VERMONDO RESTA, S/N.- Juzgado de lo Contencioso Administrativo Nº7 de Sevilla","SEVILLA","Sevilla",1
"RIO GUADIAMAR, 9","MAIRENA DEL ALCOR","Sevilla",1
"PLAZA DE ESPAÑA, 7 CADIAR","CADIAR","Granada",1
"AVENIDA DEL SUR, 5 - I.M.L. de Granada (Central)","GRANADA","Granada",1
"AVENIDA DEL SUR, 5Juzgado de lo Penal Nº1 de Granada","GRANADA","Granada",1
"C/ MARQUES DE LA ENSENADA, 2 Fiscalía de Menores de Granada","GRANADA","Granada",1
"C/ FISCAL LUIS PORTERO GARCIA S/N Audiencia Provincial - Sección 3ª - Penal de Málaga","MALAGA","Málaga",1
"AVDA. TOMAS GARCIA FIGUERAS, 14 Juzgado de Primera Instancia Nº1 de Jerez de la Frontera","JEREZ DE LA FRONTERA","Cádiz",1
"C/ FISCAL LUIS PORTERO GARCIA S/N Juzgado de lo Penal Nº2 de Málaga","MALAGA","Málaga",1
"CALLE JUAN ANTONIO VIZARRON S/N ISLA LA CARTUJA Consejeria de Turismo, Comercio y Deporte","SEVILLA","Sevilla",1
"CIUDAD DE LA JUSTICIA C/ FISCAL LUIS PORTERO GARCIA S/N MALAGA - Fiscalía de Málaga - Sección Penal de Medioambiente","MALAGA","Málaga",1
"C/ FISCAL LUIS PORTERO GARCIA S/N Juzgado de lo Social Nº1 de Málaga","MALAGA","Málaga",1
"PLAZA DE LA HOYA, 1 Juzgado de Primera Instancia e Instrucción Nº2 de Torrox","TORROX","Málaga",1
"AVENIDA HYTASA, 14 Servicio de Informática","SEVILLA","Sevilla",1
"ANCHA GRACIA, 6 GRANADA 3ª PLANTA","GRANADA","Granada",1
"CARRETERA DE LAS AGUILAS,S/N Servicio Común de Notificaciones y Embargos de Vera","VERA","Almería",1
"AVD. DE GRAN CAPITAN,12 3ªPLANTA","CORDOBA","Córdoba",1
"AVENIDA RONDA TAMARGUILLO, S/N Delegación Provincial de Educación de Sevilla","SEVILLA","Sevilla",1
"C/ TOMAS AQUINO, Nº 1, 5º Y 6º SERVICIO DE PROMOCION RURAL. 8.6","CORDOBA","Córdoba",1
"AV.DE LA AURORA S/N EDIF DE SERVICIOS MULTIPLES PLANTA 3ºPUERTA 5","MALAGA","Málaga",1
"PLAZA DE LA CONSTITUCION, 4 Decanato de Córdoba","CORDOBA","Córdoba",1
"PZ. ASDRUBAL, 6. EDIFICIO ASDRUBAL - Delegación Provincial de vivienda y ordenación del territorio","CADIZ","Cádiz",1
"PLAZA NUEVA, 10 Fiscalía Superior de Andalucía, Ceuta y Melilla","GRANADA","Granada",1
"C/ FISCAL LUIS PORTERO GARCIA S/N Decanato de Málaga","MALAGA","Málaga",1
"C/ FISCAL LUIS PORTERO GARCIA S/N - I.M.L. de Málaga (Sede Central)","MALAGA","Málaga",1
